"day_1",6.89265012741089
"day_2",6.80854988098145
"day_3",6.62411689758301
"day_4",6.5178165435791
"day_5",6.51728343963623
"day_6",6.47153329849243
"day_7",6.52741670608521
"day_8",6.53530025482178
"day_9",6.50873327255249
"day_10",6.49603319168091
"day_11",6.49558353424072
"day_12",6.43966674804688
"day_13",6.26585006713867
"day_14",6.20321655273438
"day_15",6.21241664886475
"day_16",6.15433311462402
"day_17",6.13813352584839
"day_18",6.073166847229
"day_19",5.98601675033569
"day_20",5.88748359680176
"day_21",5.85716676712036
"day_22",5.78966665267944
"day_23",5.78856658935547
"day_24",5.93031644821167
"day_25",5.84231662750244
"day_26",5.82441663742065
"day_27",5.77888345718384
"day_28",5.74738359451294
"day_29",5.65293312072754
"day_30",5.53308343887329
"day_31",5.50628328323364
"day_32",5.46854972839355
"day_33",5.46180009841919
"day_34",5.46018314361572
"day_35",5.57544994354248
"day_36",5.62616634368896
"day_37",5.53200006484985
"day_38",5.45289993286133
"day_39",5.36406660079956
"day_40",5.27846670150757
"day_41",5.2558331489563
"day_42",5.16254997253418
"day_43",5.11719989776611
"day_44",5.14330005645752
"day_45",5.07919979095459
"day_46",5.02186679840088
"day_47",5.14394998550415
"day_48",5.18720006942749
"day_49",5.17164993286133
"day_50",5.17140007019043
"day_51",5.16456651687622
"day_52",5.09023332595825
"day_53",4.99874973297119
"day_54",4.93201637268066
"day_55",4.87351655960083
"day_56",4.88881683349609
"day_57",4.9612832069397
"day_58",5.00513362884521
"day_59",5.16178321838379
"day_60",5.00804996490479
"day_61",4.93615007400513
"day_62",4.86339998245239
"day_63",4.78378343582153
"day_64",4.70755004882812
"day_65",4.7043833732605
"day_66",4.6739501953125
"day_67",4.73381662368774
"day_68",4.70183324813843
"day_69",4.66639995574951
"day_70",4.6486668586731
"day_71",4.65521669387817
"day_72",4.64685010910034
"day_73",4.65123319625854
"day_74",4.6714334487915
"day_75",4.6817831993103
"day_76",4.78201675415039
"day_77",4.83683347702026
"day_78",4.83718299865723
"day_79",4.80165004730225
"day_80",4.78648328781128
"day_81",4.71963310241699
"day_82",4.70359992980957
"day_83",4.74436664581299
"day_84",4.79199981689453
"day_85",4.78766679763794
"day_86",4.82426643371582
"day_87",4.80743312835693
"day_88",4.71810007095337
"day_89",4.66030025482178
"day_90",4.72371673583984
"day_91",4.73996639251709
"day_92",4.83343315124512
"day_93",4.87899971008301
"day_94",4.95021677017212
"day_95",4.93248319625854
"day_96",5.04521656036377
"day_97",5.07569980621338
"day_98",5.12361669540405
"day_99",5.15306663513184
"day_100",5.23161697387695
"day_101",5.34501647949219
"day_102",5.49424982070923
"day_103",5.52638339996338
"day_104",5.6624002456665
"day_105",5.66043329238892
"day_106",5.85844993591309
"day_107",5.86259984970093
"day_108",5.90643310546875
"day_109",5.98586654663086
"day_110",6.09590005874634
"day_111",6.15544986724854
"day_112",6.28798341751099
"day_113",6.30548334121704
"day_114",6.44008350372314
"day_115",6.5311164855957
"day_116",6.66513347625732
"day_117",6.82116651535034
"day_118",6.88963317871094
"day_119",6.86518335342407
"day_120",6.88724994659424
"day_121",6.9553165435791
"day_122",7.00495004653931
"day_123",7.0271167755127
"day_124",7.02551651000977
"day_125",6.99994993209839
"day_126",7.22376680374146
"day_127",7.36673355102539
"day_128",7.44063329696655
"day_129",7.65603351593018
"day_130",7.97116661071777
"day_131",8.0019998550415
"day_132",8.05606651306152
"day_133",8.00691699981689
"day_134",7.99166679382324
"day_135",8.06943321228027
"day_136",8.28133296966553
"day_137",8.57961654663086
"day_138",8.78306674957275
"day_139",8.907883644104
"day_140",8.92238330841064
"day_141",9.01585006713867
"day_142",9.08716678619385
"day_143",9.03506660461426
"day_144",9.13783359527588
"day_145",9.29109954833984
"day_146",9.55253314971924
"day_147",9.68325042724609
"day_148",9.81208324432373
"day_149",9.95658302307129
"day_150",9.99613380432129
"day_151",9.98503303527832
"day_152",10.0330495834351
"day_153",10.0068330764771
"day_154",10.1593837738037
"day_155",10.3463668823242
