"day_1" 8.61699962615967
"day_2" 8.52859973907471
"day_3" 8.48209953308105
"day_4" 8.38129997253418
"day_5" 8.34529972076416
"day_6" 8.32229995727539
"day_7" 8.32089996337891
"day_8" 8.30539989471436
"day_9" 8.24790000915527
"day_10" 8.17679977416992
"day_11" 8.11750030517578
"day_12" 8.03660011291504
"day_13" 7.96180009841919
"day_14" 7.95620012283325
"day_15" 7.9576997756958
"day_16" 7.95270013809204
"day_17" 7.88880014419556
"day_18" 7.8484001159668
"day_19" 7.85379981994629
"day_20" 7.7664999961853
"day_21" 7.7451000213623
"day_22" 7.76579999923706
"day_23" 7.7335000038147
"day_24" 7.75710010528564
"day_25" 7.74109983444214
"day_26" 7.6956000328064
"day_27" 7.61700010299683
"day_28" 7.61110019683838
"day_29" 7.60610008239746
"day_30" 7.55219984054565
"day_31" 7.47329998016357
"day_32" 7.44939994812012
"day_33" 7.39580011367798
"day_34" 7.36819982528687
"day_35" 7.33309984207153
"day_36" 7.3769998550415
"day_37" 7.396399974823
"day_38" 7.36110019683838
"day_39" 7.2701997756958
"day_40" 7.18559980392456
"day_41" 7.11609983444214
"day_42" 7.0984001159668
"day_43" 7.15579986572266
"day_44" 7.15950012207031
"day_45" 7.11740016937256
"day_46" 7.09070014953613
"day_47" 7.0952000617981
"day_48" 7.05569982528687
"day_49" 7.03329992294312
"day_50" 7.05660009384155
"day_51" 7.0475001335144
"day_52" 7.04290008544922
"day_53" 6.97090005874634
"day_54" 6.94369983673096
"day_55" 6.95669984817505
"day_56" 6.99380016326904
"day_57" 6.95069980621338
"day_58" 6.93190002441406
"day_59" 6.98369979858398
"day_60" 6.92609977722168
"day_61" 6.90829992294312
"day_62" 6.88299989700317
"day_63" 6.83039999008179
"day_64" 6.81720018386841
"day_65" 6.86639976501465
"day_66" 6.8685998916626
"day_67" 6.77860021591187
"day_68" 6.71190023422241
"day_69" 6.72249984741211
"day_70" 6.79460000991821
"day_71" 6.88159990310669
"day_72" 6.91330003738403
"day_73" 6.88980007171631
"day_74" 6.93020009994507
"day_75" 6.90549993515015
"day_76" 6.8189001083374
"day_77" 6.80270004272461
"day_78" 6.75619983673096
"day_79" 6.77860021591187
"day_80" 6.86399984359741
"day_81" 6.86429977416992
"day_82" 6.83659982681274
"day_83" 6.86240005493164
"day_84" 6.90469980239868
"day_85" 6.92430019378662
"day_86" 6.97510004043579
"day_87" 6.99209976196289
"day_88" 6.98080015182495
"day_89" 6.96049976348877
"day_90" 6.9293999671936
"day_91" 6.97139978408813
"day_92" 6.9935998916626
"day_93" 7.02330017089844
"day_94" 6.93359994888306
"day_95" 6.90719985961914
"day_96" 7.01749992370605
"day_97" 7.14989995956421
"day_98" 7.18889999389648
"day_99" 7.27549982070923
"day_100" 7.34250020980835
"day_101" 7.35519981384277
"day_102" 7.35090017318726
