"day_1" 8.92549991607666
"day_2" 8.93400001525879
"day_3" 8.93080043792725
"day_4" 8.88640022277832
"day_5" 8.79950046539307
"day_6" 8.76630020141602
"day_7" 8.75699996948242
"day_8" 8.79100036621094
"day_9" 8.86159992218018
"day_10" 8.74660015106201
"day_11" 8.58899974822998
"day_12" 8.48369979858398
"day_13" 8.36719989776611
"day_14" 8.34729957580566
"day_15" 8.27649974822998
"day_16" 8.1624002456665
"day_17" 8.1943998336792
"day_18" 8.16219997406006
"day_19" 8.18299961090088
"day_20" 8.09819984436035
"day_21" 8.00360012054443
"day_22" 7.93970012664795
"day_23" 7.89429998397827
"day_24" 7.9621000289917
"day_25" 8.02250003814697
"day_26" 8.02799987792969
"day_27" 7.99959993362427
"day_28" 7.94399976730347
"day_29" 7.83379983901978
"day_30" 7.77530002593994
"day_31" 7.75549983978271
"day_32" 7.71960020065308
"day_33" 7.70510005950928
"day_34" 7.65590000152588
"day_35" 7.5770001411438
"day_36" 7.55200004577637
"day_37" 7.53520011901855
"day_38" 7.50419998168945
"day_39" 7.41520023345947
"day_40" 7.22240018844604
"day_41" 7.10459995269775
"day_42" 7.16429996490479
"day_43" 7.21029996871948
"day_44" 7.19890022277832
"day_45" 7.23320007324219
"day_46" 7.26030015945435
"day_47" 7.27589988708496
"day_48" 7.21190023422241
"day_49" 7.27600002288818
"day_50" 7.26949977874756
"day_51" 7.32189989089966
"day_52" 7.32980012893677
"day_53" 7.23379993438721
"day_54" 7.18979978561401
"day_55" 7.1810998916626
"day_56" 7.11100006103516
"day_57" 7.03550004959106
"day_58" 6.98519992828369
"day_59" 6.9507999420166
"day_60" 6.97499990463257
"day_61" 7.05189990997314
"day_62" 6.98929977416992
"day_63" 6.91760015487671
"day_64" 6.92670011520386
"day_65" 7.02920007705688
"day_66" 7.07070016860962
"day_67" 7.05670022964478
"day_68" 7.0673999786377
"day_69" 7.08169984817505
"day_70" 7.02479982376099
"day_71" 7.05359983444214
"day_72" 7.06169986724854
"day_73" 6.97989988327026
"day_74" 7.00780010223389
"day_75" 6.94929981231689
"day_76" 7.04540014266968
"day_77" 6.98089981079102
"day_78" 6.98640012741089
"day_79" 7.07679986953735
"day_80" 7.12690019607544
"day_81" 7.29370021820068
