"","V1","V2"
"1",0.264353649420623,0.00246485801439383
"2",0.264407217918987,0.0021630022295896
"3",0.264450654954858,0.00189665391091524
"4",0.264487211198607,0.00166716838081292
"5",0.264512538198307,0.0014706194842704
"6",0.264531552706788,0.00129871740425548
"7",0.264547331847357,0.00114991698090546
"8",0.26455805104834,0.00102150285942477
"9",0.264565870422199,0.000905108172891874
"10",0.264572250214257,0.000799514555150063
"11",0.264574267389015,0.000761312134169547
"12",0.264578588041705,0.000664769583341081
"13",0.264582573391704,0.000573497894011494
"14",0.264586152272254,0.000487494866471818
"15",0.26458956457853,0.000409159997233547
"16",0.264592189538433,0.000339152265853144
"17",0.26459414343669,0.000275840256329817
"18",0.264595681246159,0.000217788128471347
"19",0.264596831150777,0.000161602296523273
"20",0.264597982415535,0.000106875926468891
"21",0.264599134485205,5.81396579887268e-05
"22",0.264599719492197,1.98348969326863e-05
"23",0.2646,0
"24",0.2646,0
"25",0.2646,0
"26",0.2646,0
"27",0.2716,0
"28",0.2786,0
"29",0.286299389245743,4.31868476419923e-05
"30",0.293298422681842,0.000105556230247313
"31",0.300296736718149,0.000179234450134702
"32",0.30729504289986,0.000259906297390209
"33",0.314993359360944,0.00033125173720639
"34",0.321990193236873,0.000423453905889639
"35",0.328985895098102,0.000531347154774019
"36",0.336679973447405,0.000673517775701614
"37",0.343676250984913,0.000770238351899104
"38",0.350670160758509,0.000909701149291581
"39",0.358361784650135,0.00108410240427267
"40",0.365353174068202,0.0012463304220828
"41",0.372345074511784,0.00138468524465058
"42",0.38003018373036,0.00160351601388178
"43",0.387012280007544,0.00181371624365495
"44",0.393989515801084,0.0020495352905185
"45",0.400962730540358,0.0023116201925691
"46",0.408627783854694,0.00261562703537151
"47",0.415585706510412,0.00294582025962841
"48",0.422535048293966,0.00331289008386501
"49",0.430160191647592,0.00378253304680013
"50",0.437080140364723,0.00423868567882072
"51",0.443977519328533,0.00476354926322866
"52",0.451525322892841,0.00543565033750395
"53",0.458358410812984,0.00610664025998528
"54",0.465124342979761,0.00693779212916605
"55",0.47251497784526,0.00792708864557493
"56",0.479162432341464,0.00891818712390231
"57",0.489672464259335,0.0106846551625602
"58",0.500638646315454,0.0128255102726794
"59",0.511205248874168,0.0154521016993815
"60",0.520992597860483,0.0178569982932292
"61",0.531048607132258,0.0206387840209933
"62",0.54021086939349,0.0233612720372521
"63",0.549159632449826,0.0268538041011054
"64",0.557589090101155,0.0298114688474236
"65",0.566097379403898,0.0330642876503483
"66",0.57378853647829,0.03608782664609
"67",0.581437540600365,0.0393144518392146
"68",0.587397539815358,0.0427042916047855
"69",0.594118442988975,0.0457732061306047
"70",0.600445417861752,0.0487206180097522
"71",0.606211363411659,0.051340106123549
"72",0.610455846447305,0.0544219411127847
"73",0.615609160208459,0.0567654233011833
"74",0.620681022265047,0.0591299553567029
"75",0.625313246457879,0.061073997834384
"76",0.628327210991657,0.063744861403222
"77",0.632173006835634,0.0648483956869132
"78",0.636700280667635,0.0669399139699711
"79",0.64102802417605,0.0688289839440892
"80",0.644757271209084,0.0698254356301264
"81",0.646456543963705,0.0715023131491064
"82",0.650388362937607,0.0729648457962953
"83",0.654002657761073,0.0738733673533262
"84",0.657809472834855,0.0751586006696221
"85",0.658709814717743,0.0761580272496749
"86",0.662237644825645,0.0770069227832734
"87",0.665861180272037,0.0780723136485298
"88",0.672369739936725,0.0793344917703521
"89",0.678675238202846,0.0805640536462647
"90",0.684776351899289,0.0817568306189814
"91",0.690676033588816,0.0829186788512102
"92",0.696401318678594,0.0841180621018521
"93",0.701899730646272,0.0852198822914114
"94",0.707199896949502,0.0862949279534976
"95",0.710946355798413,0.0871869685698409
"96",0.716049520281538,0.0882278137937475
"97",0.720955403961813,0.0892443157294769
"98",0.725665180543359,0.0902382494880526
