"","V1","V2"
"1",0.502192301885009,0.00403958341942207
"2",0.502057011131739,0.00355668803243185
"3",0.50190886826981,0.00312808706760113
"4",0.501749311033158,0.00275218247316787
"5",0.501578606122948,0.00242210782107815
"6",0.501400189442127,0.00212960237275018
"7",0.501214661810137,0.00186919639419256
"8",0.501024855960155,0.00163377977103534
"9",0.500832138693474,0.00141911763111959
"10",0.513410745800003,0.00125648871885568
"11",0.513203851229185,0.00118721457312358
"12",0.513001368730793,0.00101877982505428
"13",0.512796268617767,0.000862726959714769
"14",0.512590379068729,0.000715482047617684
"15",0.512384284627791,0.00057577154955265
"16",0.512178285592736,0.000450617242347819
"17",0.511970481663025,0.000343221291054843
"18",0.511762360645867,0.000242602665222704
"19",0.511553913882967,0.000158318975267623
"20",0.51134479183837,8.00733374039246e-05
"21",0.511135755755196,1.85838192970194e-06
"22",0.510925726186835,0
"23",0.510715756661327,0
"24",0.510505873424685,0
"25",0.510296076441448,0
"26",0.51008636567617,0
"27",0.523365543767847,0
"28",0.536633721316917,0
"29",0.551238676948518,0
"30",0.564483510588725,5.72288057935202e-05
"31",0.577716541833711,0.000172614713611581
"32",0.590937924329991,0.000292305418854239
"33",0.605493060343163,0.000412993636071266
"34",0.618688713406744,0.000585726149463464
"35",0.631872418564638,0.00078682679826145
"36",0.646387050726843,0.00104041472253616
"37",0.659548859103988,0.00121176435940052
"38",0.672696740870533,0.00145867598893558
"39",0.687170860031074,0.00176444968684533
"40",0.700290417525486,0.00205518020611422
"41",0.713399379509028,0.00230500930331726
"42",0.727824675118046,0.00270801765636176
"43",0.740897104179679,0.00309792008291268
"44",0.753953738834367,0.00352473470799314
"45",0.766989046117296,0.0039936197911933
"46",0.781342084785914,0.00453501337314417
"47",0.794337267475288,0.0051154400694171
"48",0.807308637523539,0.00575160709514404
"49",0.821571834052262,0.00655828580105927
"50",0.834478099103347,0.00733247587969867
"51",0.847343321667564,0.00822097954219808
"52",0.861471185501285,0.00934431295215118
"53",0.874223114462653,0.0104567647537424
"54",0.886865687604121,0.0118351954155954
"55",0.900709653057622,0.0134790878844869
"56",0.913142196471623,0.0151415141914639
"57",0.932997887157381,0.0181275771185307
"58",0.953708889315254,0.0218250980015176
"59",0.973632788674858,0.0264742860982553
"60",0.992075773959042,0.0308215755720524
"61",1.01105729206883,0.0359038370246629
"62",1.02831543160747,0.0409191997633069
"63",1.04506678952933,0.0473649860963674
"64",1.06071217694385,0.0528385713606943
"65",1.07646011595916,0.0588947299581192
"66",1.09064717663099,0.0645546109174089
"67",1.10485468807887,0.0706863837062357
"68",1.11590446075002,0.0771861380145497
"69",1.12834330483403,0.0830365128037262
"70",1.14010182489776,0.0887215606639598
"71",1.1507597160794,0.0937638825401779
"72",1.15848438332057,0.0996597093011054
"73",1.1678305742221,0.104056754337796
"74",1.17696192756477,0.108439536026852
"75",1.18525778548528,0.112031182814714
"76",1.19047675130609,0.117014901060437
"77",1.19728439710646,0.119025048329015
"78",1.20539137114554,0.122935013051455
"79",1.21308219597766,0.12641218191095
"80",1.21964326201401,0.12820061020913
"81",1.22229708091072,0.131199220849064
"82",1.22921249128793,0.133840815513419
"83",1.23554061073532,0.135455452032864
"84",1.24899630889607,0.138519550430797
"85",1.25016825522071,0.140280790465448
"86",1.25635322975112,0.141786063081848
"87",1.26268754629135,0.143647006757674
"88",1.27451243550514,0.145915229946751
"89",1.28595611198013,0.148151541560273
"90",1.2970090305837,0.150331448468616
"91",1.30767027004722,0.152449821984812
"92",1.31798519205761,0.154622074826584
"93",1.32785497729098,0.156587742422833
"94",1.33734411640946,0.158508826927305
"95",1.34389142820421,0.160101462806989
"96",1.35300138999589,0.161978096798331
"97",1.36172735891014,0.163797587081671
